ID	Label	Type	hasIndex	hasPathEnergy
ID	LABEL	TYPE	I gc:hasIndex	I gc:hasPathEnergy
ex:pathpoint_aa001e_183	Path point 183 (backward) aa001e	gc:ReactionPathPoint	183	ex:pathenergy_aa001e_183
ex:pathpoint_aa001e_184	Path point 184 (backward) aa001e	gc:ReactionPathPoint	184	ex:pathenergy_aa001e_184
ex:pathpoint_aa001e_185	Path point 185 (backward) aa001e	gc:ReactionPathPoint	185	ex:pathenergy_aa001e_185
ex:pathpoint_aa001e_186	Path point 186 (backward) aa001e	gc:ReactionPathPoint	186	ex:pathenergy_aa001e_186
ex:pathpoint_aa001e_187	Path point 187 (backward) aa001e	gc:ReactionPathPoint	187	ex:pathenergy_aa001e_187
ex:pathpoint_aa001e_188	Path point 188 (backward) aa001e	gc:ReactionPathPoint	188	ex:pathenergy_aa001e_188
ex:pathpoint_aa001e_189	Path point 189 (backward) aa001e	gc:ReactionPathPoint	189	ex:pathenergy_aa001e_189
ex:pathpoint_aa001e_190	Path point 190 (backward) aa001e	gc:ReactionPathPoint	190	ex:pathenergy_aa001e_190
ex:pathpoint_aa001e_191	Path point 191 (backward) aa001e	gc:ReactionPathPoint	191	ex:pathenergy_aa001e_191
ex:pathpoint_aa001e_192	Path point 192 (backward) aa001e	gc:ReactionPathPoint	192	ex:pathenergy_aa001e_192
ex:pathpoint_aa001e_193	Path point 193 (backward) aa001e	gc:ReactionPathPoint	193	ex:pathenergy_aa001e_193
ex:pathpoint_aa001e_194	Path point 194 (backward) aa001e	gc:ReactionPathPoint	194	ex:pathenergy_aa001e_194
ex:pathpoint_aa001e_195	Path point 195 (backward) aa001e	gc:ReactionPathPoint	195	ex:pathenergy_aa001e_195
ex:pathpoint_aa001e_196	Path point 196 (backward) aa001e	gc:ReactionPathPoint	196	ex:pathenergy_aa001e_196
ex:pathpoint_aa001e_197	Path point 197 (backward) aa001e	gc:ReactionPathPoint	197	ex:pathenergy_aa001e_197
ex:pathpoint_aa001e_198	Path point 198 (backward) aa001e	gc:ReactionPathPoint	198	ex:pathenergy_aa001e_198
ex:pathpoint_aa001e_199	Path point 199 (backward) aa001e	gc:ReactionPathPoint	199	ex:pathenergy_aa001e_199
ex:pathpoint_aa001e_200	Path point 200 (backward) aa001e	gc:ReactionPathPoint	200	ex:pathenergy_aa001e_200
ex:pathpoint_aa001e_201	Path point 201 (forward) aa001e	gc:ReactionPathPoint	201	ex:pathenergy_aa001e_201
ex:pathpoint_aa001e_202	Path point 202 (forward) aa001e	gc:ReactionPathPoint	202	ex:pathenergy_aa001e_202
ex:pathpoint_aa001e_203	Path point 203 (forward) aa001e	gc:ReactionPathPoint	203	ex:pathenergy_aa001e_203
ex:pathpoint_aa001e_204	Path point 204 (forward) aa001e	gc:ReactionPathPoint	204	ex:pathenergy_aa001e_204
ex:pathpoint_aa001e_205	Path point 205 (forward) aa001e	gc:ReactionPathPoint	205	ex:pathenergy_aa001e_205
ex:pathpoint_aa001e_206	Path point 206 (forward) aa001e	gc:ReactionPathPoint	206	ex:pathenergy_aa001e_206
ex:pathpoint_aa001e_207	Path point 207 (forward) aa001e	gc:ReactionPathPoint	207	ex:pathenergy_aa001e_207
ex:pathpoint_aa001e_208	Path point 208 (forward) aa001e	gc:ReactionPathPoint	208	ex:pathenergy_aa001e_208
ex:pathpoint_aa001e_209	Path point 209 (forward) aa001e	gc:ReactionPathPoint	209	ex:pathenergy_aa001e_209
ex:pathpoint_aa001e_210	Path point 210 (forward) aa001e	gc:ReactionPathPoint	210	ex:pathenergy_aa001e_210
ex:pathpoint_aa001e_211	Path point 211 (forward) aa001e	gc:ReactionPathPoint	211	ex:pathenergy_aa001e_211
ex:pathpoint_aa001e_212	Path point 212 (forward) aa001e	gc:ReactionPathPoint	212	ex:pathenergy_aa001e_212
ex:pathpoint_aa001e_213	Path point 213 (forward) aa001e	gc:ReactionPathPoint	213	ex:pathenergy_aa001e_213
ex:pathpoint_aa001e_214	Path point 214 (forward) aa001e	gc:ReactionPathPoint	214	ex:pathenergy_aa001e_214
ex:pathpoint_aa001e_215	Path point 215 (forward) aa001e	gc:ReactionPathPoint	215	ex:pathenergy_aa001e_215
ex:pathpoint_aa001e_216	Path point 216 (forward) aa001e	gc:ReactionPathPoint	216	ex:pathenergy_aa001e_216
